NMuestras,NProcesos,Tiempo,SpeedUp,Pi_Estimado,Error
1000000000,10,4.6139709541739125,12.93699229905254,3.141591973739131,3.708577258169566e-05
100,11,0.0001668122608695652,0.1136077162506562,3.140869565217392,0.11892269735785312
1000,11,8.426904761904762e-06,8.426682394823835,3.1481904761904764,0.04148676377288671
10000,11,4.651995454545455e-05,14.581552809778556,3.1416,0.01589090909090909
100000,11,0.0006914908000000001,10.062120276943668,3.1422768000000003,0.00366328156922484
1000000,11,0.0073506436,8.370001571018896,3.14163568,0.00130344156922484
10000000,11,0.0536912572,11.125236116840265,3.14152712,0.0004898895692248401
100000000,11,0.42025069761904765,14.216775360920195,3.141599238095238,0.0001387828205057619
1000000000,11,4.167993998631579,14.321255434100314,3.1415820330526323,2.849810257710526e-05
100,12,0.00016408531818181823,0.11549576896941363,3.1763636363636363,0.13047473083914737
1000,12,7.789210526315791e-06,9.116565762356835,3.141473684210526,0.0454327389068748
10000,12,3.90614e-05,17.3658182736165,3.1471600000000004,0.013120734641020699
100000,12,0.0006281032500000001,11.077579362947093,3.142621666666667,0.004252278867517251
1000000,12,0.0063959234,9.619392640005664,3.1412577600000002,0.0014982630051420401
10000000,12,0.048900336749999995,12.215210639832659,3.141451783333333,0.0004260922649655
100000000,12,0.3868854964499999,15.442837268758002,3.1415203420000006,0.00011613679489650001
1000000000,12,3.8674148431428574,15.434317011022316,3.1415959055238094,3.7762019533666665e-05
100,13,0.00018698216,0.10135277076700795,3.2672,0.1598444078461242
1000,13,7.126421052631578e-06,9.964447718645221,3.154526315789474,0.038274844170032685
10000,13,4.742250000000001e-05,14.304036563088056,3.1438666666666664,0.0110345577350345
100000,13,0.00041145240000000006,16.91049462829722,3.14159,0.0042114692820414005
1000000,13,0.004994347523809524,12.318906160753272,3.141809904761905,0.0015395916605451903
10000000,13,0.039809957952380945,15.00448491994137,3.141819904761905,0.00034532499387852385
100000000,13,0.35817611334782606,16.680648263995305,3.1417142573913046,0.00015241082493560866
1000000000,13,3.581637391708334,16.66581514934688,3.141584003166667,2.9815299149416666e-05
100,14,0.00016034375,0.11819082440070164,3.111666666666667,0.1170648300641149
1000,14,8.16825e-06,8.693520643956786,3.1321666666666665,0.023765442264965502
10000,14,3.461895e-05,19.59427348065275,3.15268,0.017083673205103497
100000,14,0.00052198784,13.329551125175634,3.1424144000000003,0.00397688156922484
1000000,14,0.00566835144,10.85410795912118,3.1404064000000007,0.00144940444105924
10000000,14,0.042642560999999995,14.007787050125811,3.141725536,0.00040204842049108
100000000,14,0.3315960259090909,18.017736331248965,3.141642101818182,0.0001075562936928182
1000000000,14,3.3083946670434776,18.04225695827951,3.1415763229565217,3.2405143832043476e-05
100,15,0.00016332699999999998,0.11603200940444633,3.0688,0.1611185307179586
1000,15,7.429652173913044e-06,9.557762374035883,3.1280000000000006,0.03933817220736431
10000,15,3.191760869565217e-05,21.252631435557586,3.1523130434782614,0.018020904804881607
100000,15,0.0003856043333333334,18.04404929750962,3.1460247619047617,0.005286452539651952
1000000,15,0.004605315904761905,13.359539226480239,3.141626095238095,0.001485749145287381
10000000,15,0.03619950761904761,16.500995539665723,3.1418403809523805,0.00034854777774719043
100000000,15,0.31022410486363633,19.25901201631714,3.1416510000000004,0.00011362538460190909
1000000000,15,3.09560786,19.282450943964204,3.141625393090909,4.239848015054546e-05
100,16,0.0001508739,0.12560926707667797,3.1179999999999994,0.1663185307179586
1000,16,8.6008e-06,8.256307552785787,3.1184000000000003,0.03254076757950892
10000,16,4.3464791666666666e-05,15.606497762952817,3.14315,0.010450612200850584
100000,16,0.00041907673913043475,16.6028389321661,3.1427669565217395,0.002497888037889087
1000000,16,0.004258376,14.447972297420424,3.1415317647058822,0.0012416039969979412
10000000,16,0.03793962208,15.74417142322784,3.1414582559999995,0.00034889443077516
100000000,16,0.29336770566666664,20.36560142072534,3.1414775904761902,0.00014928391943509525
1000000000,16,2.894382245238095,20.623021302872097,3.141586172380952,4.0016910883380954e-05
100,17,0.0001896856,0.09990826926240054,3.2335999999999996,0.13264440784612422
1000,17,6.3208181818181825e-06,11.234439586359649,3.153090909090909,0.03781818181818181
10000,17,2.8854833333333334e-05,23.508476589584998,3.1439166666666662,0.017385169935885084
100000,17,0.00030886805,22.526977458497246,3.138866,0.0042855921538758005
1000000,17,0.004041432708333333,15.223536532759088,3.141379,0.0015331089316321666
10000000,17,0.034581950040000003,17.272823339027642,3.1413770719999996,0.00043369129232548
100000000,17,0.2754599311739131,21.689578363932352,3.1416503721739133,0.00013893735785308698
1000000000,17,2.7466048700869563,21.73261518330819,3.14157886573913,4.337185953821739e-05
100,18,0.00021326975,0.08886004695930859,3.185,0.1247345577350345
1000,18,7.740749999999999e-06,9.173639505215904,3.1398,0.0334814692820414
10000,18,2.7162920000000005e-05,24.972763381589438,3.1362560000000004,0.012381943005142039
100000,18,0.00030744613636363643,22.631162916194477,3.1394200000000008,0.0031991467599247272
1000000,18,0.0035823229565217387,17.174581752321316,3.140759826086956,0.0010665166220929132
10000000,18,0.029286681736842107,20.395889132382397,3.1411234947368425,0.0005272682456478422
100000000,18,0.2609441782608695,22.896122086874456,3.1414020452173914,0.0001970987402817826
1000000000,18,2.603458285608696,22.927544886029967,3.141550934434783,5.734837683952174e-05
100,19,0.00021729687499999996,0.08721321924210831,3.1983333333333337,0.12266972767091959
1000,19,5.744684210526315e-06,12.361140734225694,3.166315789473684,0.04172902236165521
10000,19,2.5805416666666665e-05,26.28646468589128,3.1430333333333333,0.011432108931632165
100000,19,0.0002751460909090909,25.287888252422597,3.1414981818181817,0.003058181818181818
1000000,19,0.003460052958333333,17.781490405174555,3.1406980000000004,0.0011427145940459166
10000000,19,0.02936616813043478,20.340682894236235,3.1414544521739125,0.0005600899108245652
100000000,19,0.24490905127272725,24.395218274994498,3.1414774036363635,0.0001516898135422727
1000000000,19,2.446542555347826,24.398065985700267,3.141564122434783,3.9908969919000006e-05
100,20,0.00020799191999999996,0.09111488561671052,3.0559999999999996,0.1313555921538758
1000,20,5.560478260869566e-06,12.770637105034757,3.1246956521739135,0.030884081839484222
10000,20,2.4856625e-05,27.289834155402975,3.15175,0.013419727670919585
100000,20,0.0002665240909090909,26.105946281506192,3.143009090909091,0.004320853240075273
1000000,20,0.003586580260869566,17.15419536298995,3.1408067826086956,0.0010884296655711738
10000000,20,0.03124197708,19.119401830122587,3.141794016,0.00035210499485796
100000000,20,0.2320567246,25.74633324510864,3.1415121399999992,0.0001526067179586
1000000000,20,2.3226530918000003,25.69944987175893,3.141612644800001,3.3417923062100004e-05
100,21,0.00019884104545454548,0.09530808871316353,3.136363636363637,0.15287205941725393
1000,21,6.0467e-06,11.743736252832123,3.1426000000000007,0.026840734641020703
10000,21,2.3589608695652168e-05,28.755592458728152,3.133339130434782,0.012501473143832043
100000,21,0.00029501540909090897,23.584746374573047,3.1407672727272726,0.002695510396288364
1000000,21,0.0036269642000000004,16.96319430999622,3.1410905600000003,0.00096727529232548
10000000,21,0.03135135852,19.052696341019676,3.1415197439999996,0.00033861814359172
100000000,21,0.2224891386,26.853489572187144,3.141487424,0.00017336679489650002
1000000000,21,2.2225279780000005,26.857212729404836,3.1415924344,3.13701589793e-05
100,22,0.0001795997142857143,0.10551887610384364,3.0457142857142854,0.10670021412701472
1000,22,5.5741578947368414e-06,12.73929647149912,3.115578947368421,0.03654388854253353
10000,22,2.3016874999999998e-05,29.471123856433316,3.14085,0.015249387799149416
100000,22,0.00023177009090909092,30.020541359364348,3.1416636363636354,0.0018447866899811822
1000000,22,0.00324466452,18.9618674290555,3.1417787199999996,0.00107607843077516
10000000,22,0.02849840896,20.960044281714172,3.1420888639999998,0.00056128355894076
100000000,22,0.21206721854545452,28.173188691298847,3.141659332727272,0.00010915811187463635
1000000000,22,2.1099520036363635,28.290172761904845,3.14156582,4.4345016325999997e-05
100,23,0.00023202983333333333,0.08167553166654577,3.111666666666667,0.1534660544658161
1000,23,5.699333333333333e-06,12.459501111241082,3.1379047619047618,0.046513236227113286
10000,23,2.1821565217391306e-05,31.085449973699728,3.1404521739130438,0.02118356692307048
100000,23,0.00022669642105263153,30.69242808374381,3.141477894736842,0.004068528380559
1000000,23,0.0034514761199999997,17.825676997585603,3.1420444799999996,0.0016440815692248404
10000000,23,0.03109771104,19.208099045993322,3.1414968319999996,0.00029975843077515997
100000000,23,0.23239984128,25.708321186509206,3.1416476336,0.00016646083077515998
1000000000,23,2.32242924768,25.701926877569456,3.1415873663999996,6.857321640828002e-05
100,24,0.00022404655999999997,0.08458581109212301,3.2448,0.12809923242049107
1000,24,5.392695652173913e-06,13.167969153121776,3.1873043478260867,0.053360674057943085
10000,24,2.1147416666666667e-05,32.07640841456806,3.1430833333333332,0.012185169935885086
100000,24,0.00022281239130434783,31.227453550803606,3.1432452173913044,0.00299354021180213
1000000,24,0.0029259618260869566,21.0272389514666,3.1415450434782604,0.0010919681716941305
10000000,24,0.02638738949999996,22.63687030352134,3.1418165333333334,0.00033633987177016664
100000000,24,0.19558337099999998,30.547636707417222,3.1416597684210528,0.00012268981106352633
1000000000,24,1.9412912894736847,30.748042308675462,3.141590782105263,3.0311662620684205e-05
100,25,0.000292172304347826,0.06486295832283603,3.2469565217391305,0.13937678772573317
1000,25,6.85178947368421e-06,10.363840026424139,3.1427368421052635,0.0377680343994628
10000,25,2.040526086956522e-05,33.24305326205305,3.1465391304347827,0.014749423132653695
100000,25,0.00020490245454545452,33.956955837522685,3.1394200000000008,0.0052282376690156365
1000000,25,0.0030197304400000004,20.37430151546904,3.14217536,0.0014703215692248401
10000000,25,0.02620818828,22.791652264488384,3.1416309919999996,0.00030630556922484
100000000,25,0.18851772847619047,31.692561816935882,3.141547523809524,9.6085824197e-05
1000000000,25,1.8859465208095239,31.650370805094873,3.141573547238095,4.870285471261904e-05
100,26,0.0001902508260869565,0.09961144658230361,3.1199999999999997,0.11759904177258172
1000,26,6.380520000000001e-06,11.12932018080031,3.1129599999999997,0.048860767579508926
10000,26,1.9947708333333334e-05,34.00556908983497,3.1421166666666664,0.01471789106836783
100000,26,0.00019427831818181815,35.81389660522171,3.1405218181818184,0.003722486037291545
1000000,26,0.002623200041666667,23.454139029713403,3.1416416666666667,0.0011453333333333333
10000000,26,0.02491623495833334,23.973442005138146,3.1418206666666664,0.0005087488034023333
100000000,26,0.181793323,32.864847095181815,3.14170108,0.00018219456408280005
1000000000,26,1.8144314835499997,32.897856570154204,3.1416087522000002,3.1779164082799995e-05
100,27,0.00029526324999999996,0.06418394432764662,3.0750000000000006,0.1167993877991494
1000,27,5.228428571428572e-06,13.581681193475232,3.081142857142857,0.061440972295527016
10000,27,1.900880952380952e-05,35.68520022589505,3.1423047619047617,0.010077239963362903
100000,27,0.0001882779,36.9552857770349,3.1433860000000005,0.0031042039230621
1000000,27,0.0023859002272727274,25.78686978471343,3.1426696363636366,0.0014704896037116362
10000000,27,0.02250942886363637,26.536786756281224,3.1417996545454545,0.0003626434964765455
100000000,27,0.1741732275217391,34.30268732072666,3.141617497391304,0.00010368462653073915
1000000000,27,1.7378982365652174,34.34660640439634,3.141591859826087,3.98158952083913e-05
100,28,0.00021549976,0.0879405155718039,3.1568,0.13635405699485798
1000,28,5.379318181818181e-06,13.200715704085514,3.1240000000000006,0.03745120617717865
10000,28,1.869390476190476e-05,36.28632875542299,3.1309142857142858,0.015560155616617378
100000,28,0.0001903301,36.55682206860606,3.1425720000000004,0.0024982039230621
1000000,28,0.0026591422800000004,23.13712167368494,3.14130288,0.0010740538564082802
10000000,28,0.024676996279999957,24.205859861644434,3.1413509600000005,0.00032250844105924
100000000,28,0.1697838682,35.18950196306106,3.1416422199999996,0.0001046439230621
1000000000,28,1.6718657285000003,35.70317022752464,3.1416037216,3.8392082041399994e-05
