NMuestras,NProcesos,Tiempo,Pi_Estimado,Error
1000000,15,0.0100113225,3.1422660000000002,0.0007580000000000001
10000000,15,0.068713777,3.14191,0.000317346410207
100000000,15,0.44533891550000004,3.14164038,6.99e-05
1000000000,15,4.422437627,3.141514548,7.8105589793e-05
100,16,0.000193465,3.18,0.038407346410207
1000,16,9.0495e-06,3.108,0.033592653589793
10000,16,4.27295e-05,3.1082,0.033392653589793
100000,16,0.001516088,3.14052,0.004
1000000,16,0.006937344,3.142816,0.001223346410207
10000000,16,0.059232619,3.1414486,0.00046619999999999995
100000000,16,0.4067193285,3.1416405999999997,7.296e-05
1000000000,16,4.0324590475,3.14154291,4.9743589793e-05
100,17,0.0002405195,3.06,0.08159265358979301
1000,17,8.8755e-06,3.0700000000000003,0.071592653589793
10000,17,4.08215e-05,3.1156,0.025992653589793
100000,17,0.0006873065,3.1295,0.012092653589793001
1000000,17,0.0074783165,3.1401339999999998,0.0014586535897929999
10000000,17,0.058387522,3.1408892,0.000703453589793
100000000,17,0.38255528250000004,3.14152068,7.348000000000001e-05
1000000000,17,3.7991168825,3.141577866,1.4787589793000001e-05
100,18,0.00040129149999999997,3.12,0.16
1000,18,1.0806499999999999e-05,3.104,0.037592653589793
10000,18,3.88545e-05,3.1155999999999997,0.025992653589792997
100000,18,0.000645006,3.1348000000000003,0.006792653589793
1000000,18,0.0069563215,3.1401440000000003,0.0014486535897929999
10000000,18,0.05768547,3.1416318,0.0001646
100000000,18,0.374339011,3.14155942,9.701999999999999e-05
1000000000,18,3.7316526165,3.141623858,3.1204410207e-05
100,19,0.000425516,3.12,0.08
1000,19,8.372e-06,3.138,0.03
10000,19,3.6663500000000006e-05,3.1404,0.0031999999999999997
100000,19,0.0005948704999999999,3.13204,0.009552653589793
1000000,19,0.0066058144999999995,3.1395359999999997,0.002056653589793
10000000,19,0.0538444355,3.1419036,0.000310946410207
100000000,19,0.34158368650000004,3.1421397,0.000547046410207
1000000000,19,3.3944096795,3.141698608,0.000105954410207
100,20,0.00029560649999999997,3.24,0.098407346410207
1000,20,7.768e-06,3.178,0.036407346410207
10000,20,3.55185e-05,3.1555999999999997,0.014007346410207
100000,20,0.0005727519999999999,3.1375,0.00498
1000000,20,0.0062091165,3.140194,0.0013986535897930002
10000000,20,0.054823610499999995,3.1420820000000003,0.000489346410207
100000000,20,0.32435365800000004,3.14180926,0.000216606410207
1000000000,20,3.2245349445,3.141637632,4.4978410207e-05
100,21,0.0001022935,3.32,0.178407346410207
1000,21,1.0410999999999999e-05,3.098,0.043592653589793
10000,21,3.3570999999999994e-05,3.1458000000000004,0.004207346410207
100000,21,0.00043528450000000004,3.13758,0.004012653589793001
1000000,21,0.006706564,3.1418619999999997,0.00029
10000000,21,0.056860046,3.1412074,0.000385253589793
100000000,21,0.30900144,3.14138384,0.000208813589793
1000000000,21,3.0689138900000006,3.1415818,1.0853589793000001e-05
100,22,0.000503868,3.16,0.04
1000,22,7.6825e-06,3.058,0.08359265358979301
10000,22,3.29535e-05,3.1436,0.012
100000,22,0.0004269435,3.14176,0.00028
1000000,22,0.0047130035,3.1436900000000003,0.0020973464102070002
10000000,22,0.0514259665,3.1413808,0.0005036
100000000,22,0.3082386775,3.1415007,9.195358979300001e-05
1000000000,22,2.888949095,3.1415754700000003,1.7183589793e-05
100,23,0.0003496075,2.98,0.161592653589793
1000,23,8.272e-06,3.128,0.013592653589792999
10000,23,3.1228e-05,3.1574,0.015807346410207
100000,23,0.0005574600000000001,3.14234,0.00162
1000000,23,0.006567147,3.143282,0.001689346410207
10000000,23,0.054348917999999996,3.142366,0.0007733464102069999
100000000,23,0.292167894,3.1414875799999997,0.00010507358979299999
1000000000,23,2.892240201,3.1416252279999997,3.2574410207000004e-05
100,24,0.000306447,2.98,0.161592653589793
1000,24,7.682e-06,3.1500000000000004,0.009999999999999998
10000,24,3.0119e-05,3.149,0.0114
100000,24,0.0004470925,3.1366,0.004992653589793001
1000000,24,0.0051774055,3.14231,0.000717346410207
10000000,24,0.0476656875,3.141743,0.0001774
100000000,24,0.27100184699999996,3.14144986,0.000142793589793
1000000000,24,2.6824125355,3.1416462980000004,5.3644410207000004e-05
100,25,0.000518537,2.88,0.261592653589793
1000,25,9.447e-06,3.1740000000000004,0.032407346410207
10000,25,3.3817e-05,3.146,0.004407346410207
100000,25,0.000905353,3.1422600000000003,0.000667346410207
1000000,25,0.004511654,3.143178,0.001585346410207
10000000,25,0.0471821415,3.1416376,7.8e-05
100000000,25,0.260201463,3.14168512,9.246641020699999e-05
1000000000,25,2.5806798019999997,3.141599274,2.9041999999999997e-05
100,26,0.0002309285,2.9,0.24159265358979298
1000,26,9.542e-06,3.1420000000000003,0.018
10000,26,2.8299e-05,3.1284,0.013192653589793
100000,26,0.0004319115,3.13858,0.003012653589793
1000000,26,0.0048048025,3.140788,0.000804653589793
10000000,26,0.045936665,3.1418945999999996,0.00030194641020699997
100000000,26,0.260152853,3.14167778,8.5126410207e-05
1000000000,26,2.4586091585,3.14155464,3.8013589793000005e-05
100,27,0.0002284815,2.98,0.16159265358979302
1000,27,7.3205000000000005e-06,3.074,0.067592653589793
10000,27,2.79085e-05,3.1062000000000003,0.035392653589793
100000,27,0.000413014,3.13346,0.008132653589793
1000000,27,0.004812643,3.140396,0.001196653589793
10000000,27,0.044477331999999994,3.1423794000000003,0.0007867464102069999
100000000,27,0.24076179399999997,3.1414832199999996,0.000109433589793
1000000000,27,2.3900103169999998,3.1415184519999997,7.4201589793e-05
100,28,0.0004827695,2.8600000000000003,0.281592653589793
1000,28,7.6515e-06,3.164,0.024
10000,28,2.649e-05,3.1342,0.007392653589793
100000,28,0.00038226,3.1385199999999998,0.003072653589793
1000000,28,0.004419599,3.14046,0.001132653589793
10000000,28,0.0435331125,3.1429742000000003,0.0013815464102069999
100000000,28,0.2326890975,3.1414991800000003,9.3473589793e-05
1000000000,28,2.30455933,3.141538914,5.3739589793e-05
